YearMonth,LangName,CommitCnts
2018-1,Vim Script,73530
2018-3,Fortran,101246
2018-3,Gnuplot,34514
2015-11,sed,382984
2020-3,TeX,103907
2014-3,M,67775
2017-12,QMake,94389
2019-5,Vim script,76968
2017-9,Prolog,120283
2010-12,Pascal,435991
2020-11,Vim script,30735
2014-9,Processing,57647
2008-4,Haskell,105221
2010-3,Perl 6,311421
2001-2,NewLisp,31293
2011-7,AppleScript,289016
2012-8,sed,62757
2015-3,Mako,472130
2013-12,Perl 6,242447
2013-3,SystemVerilog,31474
2017-3,PostScript,58315
2018-8,Roff,543284
2011-9,Haxe,108030
2014-8,Sage,16375
2017-4,Standard ML,49188
2016-7,Ada,37641
2013-2,SQLPL,290332
2020-4,Mako,24373
2017-11,SRecode Template,18557
2017-11,Slash,8796
2009-8,Forth,100382
2020-9,Hack,66381
2018-1,Emacs Lisp,253280
2000-12,GDB,43754
2003-5,M4,104067
2003-8,NSIS,44416
2003-8,Slash,17233
2006-12,NewLisp,38340
2018-7,Vim Script,67210
2012-2,Dockerfile,239910
2013-8,Ada,188767
2012-12,Haxe,73593
2017-6,OpenEdge ABL,59036
2020-1,Emacs Lisp,164600
2012-9,Propeller Spin,2091
2019-8,OpenEdge ABL,20436
2007-10,sed,83315
2019-2,NSIS,97086
2020-1,Hack,85022
2017-7,GDB,275435
2004-11,NewLisp,48439
2008-12,SystemVerilog,43706
2007-1,Smalltalk,83668
2004-5,SRecode Template,19368
2012-9,Nginx,178296
2004-8,NewLisp,15860
2004-8,SystemVerilog,16094
2007-6,CMake,482105
2014-2,sed,106500
2016-1,Cap'n Proto,52253
2004-11,VBA,4503
2000-2,Makefile,155066
2018-12,Slash,5248
2012-6,Genshi,5813
2009-9,Slash,40876
2001-8,Ruby,117315
2013-6,Sage,7651
2007-3,Slash,38149
2010-2,Sage,2242
2008-1,Fortran,79665
2006-9,Modula-2,30372
2005-6,NewLisp,52300
2008-11,Smalltalk,116354
2004-10,Pascal,272652
2004-10,Smalltalk,32436
2020-5,Vim Script,71158
2018-2,ANTLR,59763
2010-7,Nginx,29324
2012-12,Sage,4238
2001-3,Ruby,159290
2001-4,NewLisp,18660
2009-8,Gettext Catalog,6776
2005-12,Scheme,128692
2003-4,Perl 6,26338
2003-11,Pascal,169582
2005-2,Mathematica,42708
2002-8,ANTLR,161
2010-7,Hack,162229
2004-7,Go,147885
2019-6,GCC Machine Description,2798
2019-6,AspectJ,4752
2018-3,AutoIt,4602
2016-5,Julia,25517
2015-8,HCL,181301
2008-4,CMake,459279
2003-8,Haxe,14050
2010-7,TypeScript,252379
2004-12,Gettext Catalog,2768
2015-4,Liquid,30286
2013-7,SCSS,185235
2019-12,Processing,3949
2003-11,PowerShell,14367
2020-4,Standard ML,15131
2018-6,Haml,12012
2001-6,ANTLR,27
2018-8,NewLisp,5392
2010-9,Dart,35253
2009-7,QMake,93794
2018-12,HCL,80062
2014-5,Haml,8791
2020-3,NSIS,86681
2012-4,Nginx,56615
2012-10,TSQL,98988
2015-10,NASL,26120
2017-8,Cython,47330
2020-6,GLSL,101998
2014-1,LilyPond,20023
2018-6,SQLPL,72492
2012-10,BitBake,18661
2014-3,Pawn,14863
2020-2,Pawn,60623
2019-3,DIGITAL Command Language,86421
2010-12,QML,53980
2017-1,SaltStack,347385
2012-7,FORTRAN,140691
2014-7,Mercury,8125
2002-11,AppleScript,32291
2019-8,BitBake,4641
2015-4,LOLCODE,4077
2019-5,Limbo,1688
2011-4,Csound,4772
2013-11,Standard ML,231539
2005-5,OCaml,112179
2018-3,Meson,65860
2019-2,Mercury,2434
2003-1,FORTRAN,142773
2012-2,Dart,51601
2009-6,Cython,3512
2014-10,Cython,25681
2006-4,MATLAB,17940
2019-5,Less,77087
2018-10,Mercury,2532
2008-5,FLUX,34833
2017-8,Modula-3,201
2019-6,Less,74549
2018-10,FORTRAN,3257
2019-6,Meson,42737
2015-8,API Blueprint,9251
2018-9,Perl 6,40452
2011-4,Vim Snippet,1380
2000-5,Groff,121213
2012-5,Vim Snippet,1592
2006-11,E,36024
2010-12,GDScript,21699
2012-12,E,38571
2012-3,Processing,143084
2001-2,GDScript,20807
2011-5,EmberScript,38109
2011-6,Pure Data,71345
2002-12,Nemerle,31573
2002-1,GAP,114885
2006-1,E,29013
2003-10,E,33790
2011-11,Processing,161533
2011-2,Eiffel,62116
2008-5,Eiffel,35087
2014-10,GDScript,20489
2020-11,SystemVerilog,7489
2002-3,D,55745
2010-1,GDScript,34818
2008-10,Arduino,50941
2003-6,Eiffel,62946
2002-11,Inno Setup,21996
2006-8,GDScript,16776
2001-9,Rebol,32169
2012-6,LLVM,99791
2003-6,C#,171436
2006-4,Arc,20137
2016-11,Visual Basic .NET,53639
2009-5,Kotlin,54589
2011-5,XQuery,64708
2006-2,Inno Setup,44701
2014-11,XQuery,73124
2020-3,Verilog,15653
2006-11,Processing,3630
2017-3,Nu,429
2015-5,XS,82714
2005-5,Meson,4915
2018-5,Julia,13848
2003-10,Inno Setup,34918
2016-8,KiCad,4960
2010-7,Meson,29110
2009-12,F#,26476
2017-9,Filebench WML,51
2013-10,eC,15502
2005-4,Inno Setup,60381
2004-7,,51380
2002-9,Meson,1620
2017-4,Filebench WML,92
2018-9,SQF,376
2016-6,Stan,1161
2012-1,Module Management System,103387
2015-9,Module Management System,684582
2015-4,CLIPS,81568
2014-8,Clarion,38150
2015-6,SAS,70979
2013-3,MoonScript,6818
2006-5,Processing,5602
2015-7,SMT,5132
2012-8,VBScript,9929
2013-2,VBScript,10065
2013-5,SMT,3172
2006-7,Haskell,43382
2010-7,WebAssembly,888
2011-12,xBase,3569
2016-8,Grammatical Framework,40
2012-5,Nix,36474
2019-1,Haml,13220
2012-1,VBScript,13248
2009-8,Brainfuck,383643
2009-9,Brainfuck,640671
2004-9,Module Management System,69793
2015-1,CartoCSS,12819
2005-1,Module Management System,65564
2004-10,Scilab,179779
2008-11,CLIPS,66205
2017-1,Hy,4702
2004-3,Vala,2452
2016-6,Module Management System,51339
2003-3,XS,45345
2019-4,YASnippet,7247
2018-11,Rebol,8571
2018-7,Verilog,16418
2015-5,Brainfuck,56613
2010-1,XS,104386
2008-4,COBOL,8034
2007-8,VHDL,6269
2008-1,BlitzBasic,8949
2006-7,VHDL,7059
2002-12,BlitzBasic,3877
2007-11,VHDL,7175
2002-8,Verilog,5508
2009-3,Augeas,9116
2006-11,COBOL,5882
2016-10,MQL5,107
2001-8,XS,25439
2011-11,IDL,43548
2010-11,IDL,40805
2010-7,AutoIt,5356
2009-5,Eagle,19795
2020-6,Twig,26951
2018-9,AutoHotkey,5057
2020-12,PLSQL,24162
2007-10,AutoIt,3025
2010-10,AGS Script,14171
2007-5,Elm,16520
2007-10,Jasmin,257
2000-6,GLSL,5569
2016-6,COBOL,4300
2019-6,Rascal,4348
2018-6,LFE,51
2000-11,AGS Script,1946
2019-7,ActionScript,14883
2019-2,Erlang,32650
2019-6,Haxe,6265
2020-9,F#,43043
2016-4,Genero,9
2019-10,Gnuplot,28590
2019-12,COBOL,1432
2018-10,Rascal,6752
2010-6,Twig,10554
2011-12,Mustache,32630
2006-8,SQLPL,184641
2015-4,G-code,8227
2017-7,POV-Ray SDL,14912
2016-4,Rascal,19134
2014-1,ATS,6053
2005-11,Verilog,8954
2006-7,QML,26554
2018-9,Eiffel,3167
2017-1,Starlark,84893
2010-1,TSQL,28988
2011-2,COBOL,31088
2000-11,Cuda,10954
2000-11,Vim script,12966
2014-2,Cirru,6570
2003-8,Vim script,14919
2013-7,AutoHotkey,9423
2002-4,Rust,32170
2013-5,ABAP,13038
2015-4,UrWeb,24652
2018-4,MoonScript,2895
2020-3,MoonScript,587
2014-12,XProc,5950
2012-10,Mercury,20624
2007-2,Rust,36195
2002-3,Rust,29176
2005-10,PicoLisp,12560
2006-5,Rust,35890
2006-10,Rust,31650
2001-11,Cuda,11585
2005-10,Vim script,49607
2019-1,Volt,1375
2019-11,Nim,6752
2016-9,UrWeb,2289
2011-4,JSONiq,9373
2010-11,Boo,6419
2018-9,Nim,6166
2014-6,Boo,4100
2011-6,Terra,11936
2017-9,DM,71296
2017-10,DM,101924
2005-11,Meson,9267
2016-6,Zeek,281
2020-6,Max,4557
2012-8,Coq,6348
2007-3,AMPL,60656
2014-6,Vue,60134
2002-1,Racket,13091
2014-2,Terra,16360
2014-7,XC,28257
2013-4,XC,30738
2006-10,IDL,16065
2014-8,VCL,14992
2005-8,SaltStack,3212
2004-12,Standard ML,40585
2009-8,Vue,9998
2007-10,SaltStack,1938
2006-6,Jupyter Notebook,30825
2001-6,GCC Machine Description,9054
2015-1,Stylus,7841
2012-9,PureBasic,2877
2012-3,Pawn,22162
2019-11,AIDL,12991
2014-6,KiCad,8872
2002-11,TypeScript,12420
2015-1,Racket,25875
2002-5,Objective-J,161
2007-8,Objective-J,832
2013-7,SmPL,20418
2019-3,Parrot,31
2017-5,Parrot,46
2017-9,Metal,14760
2018-3,XS,13730
2009-12,RAML,3170
2015-6,ooc,1762
2009-7,RPC,8935
2017-8,Coq,8026
2012-1,RAML,4777
2004-3,Nginx,3533
2017-3,Lean,5928
2013-1,Limbo,9813
2018-2,Coq,5863
2014-12,Futhark,128
2012-9,mIRC Script,6586
2014-7,Apex,17081
2019-4,Futhark,186
2013-7,Apex,11882
2016-5,Futhark,221
2018-10,Dhall,575
2007-12,eC,2721
2019-7,Futhark,127
2019-3,V,2638
2008-1,Kotlin,55654
2013-10,Futhark,62
2019-12,Terra,5534
2019-1,GSC,3361
2016-5,GSC,5095
2020-7,Matlab,5817
2005-5,Ragel,4267
2010-1,POV-Ray SDL,42225
2010-12,Web Ontology Language,7204
2019-8,GAP,39439
2009-4,Ioke,500
2014-1,POV-Ray SDL,38624
2020-5,DIGITAL Command Language,23524
2019-6,Metal,12260
2015-10,Pure Data,22735
2016-2,VCL,23869
2002-9,DOT,10029
2020-5,JSONiq,3268
2001-5,Clojure,586
2014-2,VBScript,15753
2020-6,q,13938
2017-8,IGOR Pro,48
2012-9,Wollok,25
2012-8,Bro,1727
2012-8,Hy,2373
2007-5,Fantom,540
2012-2,Myghty,830
2010-7,Max,27852
2007-12,Hy,53
2007-6,Hy,164
2010-9,Max,22518
2007-11,Bro,70
2019-5,Slim,2903
2009-10,Dylan,124
2006-11,AutoHotkey,524
2009-4,Nimrod,166
2011-6,BlitzMax,599
2011-6,Myghty,1011
2007-3,Dylan,451
2007-3,Ecl,380
2007-3,LiveScript,1964
2007-5,AspectJ,81273
2008-4,AspectJ,58920
2004-4,Max,3158
2010-5,ShellSession,106
2010-1,Dylan,478
2009-9,BlitzMax,394
2007-9,Gosu,1489
2014-11,Agda,3415
2012-7,Fantom,1856
2007-3,F#,2082
2011-12,J,100027
2001-12,SQLPL,30862
2013-3,Golo,569
2004-9,CoffeeScript,15217
2009-5,J,45570
2010-4,Starlark,2734
2003-1,mupad,448
2007-5,Diff,19770
2007-12,Io,13260
2004-8,Io,4830
2017-6,Io,3504
2008-1,RobotFramework,1125
2006-5,Jinja,1204
2005-1,Io,8731
2007-2,RobotFramework,368
2004-12,WebAssembly,611
2006-1,XC,49261
2015-9,Fancy,8881
2016-4,Lean,5573
2020-7,Rebol,7752
2016-2,Fantom,1377
2005-1,Hack,82667
2003-2,SCSS,14264
2018-6,Dafny,81
2020-8,q,9669
2016-11,J,26744
2018-12,LSL,337
2007-9,BitBake,10304
2018-5,Common Workflow Language,1204
2001-1,XS,30083
2001-12,Delphi,12026
2016-3,xBase,3248
2018-5,Eagle,810
2019-1,RobotFramework,55322
2019-7,Apex,13899
2003-12,LiveScript,1211
2020-10,RAML,2637
2007-1,Isabelle,1273
2001-5,LiveScript,604
2020-6,Elvish,120
2002-11,KiCad,536
2011-6,VCL,2759
2007-1,Pawn,13314
2001-12,HLSL,4867
2006-7,HLSL,22884
2002-3,HLSL,3862
2008-3,HLSL,20836
2004-1,HLSL,1545
2020-11,Arc,3595
2005-5,Csound,1381
2001-4,Apex,30
2017-8,Csound,2674
2005-6,QML,13813
2005-5,Apex,61
2009-5,Coq,2916
2005-12,COBOL,5136
2018-3,SAS,10701
2012-7,Click,2699
2016-7,Metal,20421
2008-3,xBase,2446
2009-4,xBase,3833
2008-4,KRL,1102
2008-11,xBase,693
2013-3,JFlex,4699
2017-7,Qt Script,454
2015-10,Zephir,3091
2007-6,PureBasic,1234
2004-3,Zephir,152
2005-6,PureBasic,70
2001-11,Zephir,418
2019-10,Slice,419
2007-10,Zephir,1907
2000-12,Arduino,341
2000-3,Racket,8021
2003-3,Dart,601
2001-12,Swift,2720
2002-3,Arduino,521
2006-8,Crystal,695
2010-3,NASL,11176
2015-5,Nunjucks,3779
2020-4,Singularity,877
2003-11,API Blueprint,234
2016-10,DataWeave,14
2011-7,Component Pascal,9872
2002-1,Component Pascal,263
2020-12,Lean,824
2019-8,Lean,472
2002-5,XQuery,155
2001-10,Gherkin,6163
2008-6,Squirrel,6010
2007-12,Csound Score,2723
2008-8,Csound Score,846
2002-6,XQuery,184
2018-1,FLUX,3925
2003-4,eC,1075
2019-12,kvlang,577
2006-5,eC,980
2020-9,Genie,922
2014-4,Faust,1630
2013-12,Faust,1619
2014-6,Genie,844
2004-7,Squirrel,1770
2002-3,Kotlin,399
2017-9,REXX,5340
2020-3,REXX,4358
2002-8,REXX,2343
2003-11,REXX,5052
2019-3,JSON,948
2007-5,REXX,4087
2009-6,Graphviz (DOT),110989
2015-7,NetLinx,2805
2016-8,Factor,1274
2018-8,Bicep,4403
2008-4,Mask,22999
2004-4,Mask,10824
2017-7,Ceylon,496
2017-8,Riot,1442
2013-11,ShaderLab,2610
2017-6,Pure Data,4821
2002-2,Isabelle,476
2016-11,Faust,3241
2013-11,HyPhy,414
2016-9,Agda,658
2014-12,Pike,714
2010-10,Turing,18380
2005-2,Turing,17709
2003-2,Turing,18055
2001-9,Raku,8488
2012-3,Turing,18761
2019-6,CAP CDS,700
2007-6,Liquid,254
2013-1,Chapel,4362
2014-8,PureScript,3883
2013-7,Moocode,102
2020-10,SAS,7957
2017-8,CLIPS,9421
2003-9,Brightscript,6
2009-3,Reason,500
2015-9,Reason,2127
2020-11,Reason,6191
2014-12,Bro,580
2018-11,SRecode Template,4568
2020-10,COBOL,1956
2017-2,CWeb,4424
2014-10,CodeQL,4275
2014-5,CodeQL,2711
2003-12,Terra,5701
2005-2,NASL,8492
2009-7,CodeQL,503
2013-5,Myghty,3281
2000-10,LLVM,3029
2002-4,LLVM,4428
2001-10,LLVM,4491
2015-12,XML,724
2002-1,Mako,942
2002-11,Mako,587
2008-3,Grace,46
2009-8,Pike,533
2009-12,Grace,16
2017-7,Dylan,157
2017-9,RouterOS Script,1119
2014-3,Nextflow,855
2012-7,PEG.js,633
2003-7,Pike,343
2004-10,Pike,444
2005-3,Pike,716
2012-5,TXL,143
2016-9,ChucK,319
2016-9,Pan,262
2017-8,ChucK,46
2016-4,Witcher Script,400
2017-3,Witcher Script,295
2020-7,VBA,5474
2015-6,Agda,541
2003-6,Less,8328
2009-3,Clarion,1324
2000-10,Gettext Catalog,823
2020-12,F*,257
2009-3,mIRC Script,1812
2007-8,mIRC Script,1653
2008-7,Sass,1054
2004-4,Slim,49
2002-2,Slim,20
2001-1,XML,6801
2002-4,XML,7519
2001-9,XC,168
2020-11,Visual Basic 6.0,1687
2019-9,StringTemplate,1265
2000-6,Game Maker Language,6624
2007-12,Visual Basic 6.0,160
2016-8,ZenScript,187
2007-6,StringTemplate,295
2000-8,Game Maker Language,3790
2010-5,ZenScript,55
2010-7,Faust,69
2011-8,Svelte,111
2010-11,Svelte,203
2019-5,Cypher,156
2009-9,Fluent,151
2006-4,ImageJ Macro,13
2005-6,Vim Snippet,151
2005-11,Fluent,17
2005-2,COBOL,3494
2008-4,ooc,321
2003-1,PigLatin,9
2003-10,HCL,15
2002-2,Lean,4
2010-10,WebIDL,242
2004-10,Boo,5937
2002-11,Ragel in Ruby Host,2010
2012-1,WebIDL,26
2017-5,Boo,656
2012-3,FreeBasic,218
2019-3,Nasal,7118
2015-12,Nasal,5987
2020-5,Nasal,3255
2012-6,Nasal,2535
2003-7,Clarion,340
2019-11,Mermaid,2250
2014-4,ReScript,6577
2016-5,P4,3253
2007-8,ReScript,4035
2003-9,ReScript,1344
2018-1,Web Ontology Language,229
2015-4,YAML,894
2003-7,RenderScript,3569
2006-6,RenderScript,5797
2015-1,Xonsh,27
2016-7,Bison,9609
2017-9,Agda,3146
2007-3,Jsonnet,2714
2008-1,Jsonnet,1103
2013-2,F*,230
2015-12,DOT,769
2016-8,OpenQASM,4983
2006-1,OpenQASM,72
2016-4,DOT,562
2015-2,Opa,278
2001-1,MAXScript,1900
2019-5,Closure Templates,875
2009-6,KiCad Layout,354
2015-6,Nearley,84
2013-9,Nearley,32
2018-3,Polar,256
2018-1,Polar,70
2012-2,Polar,46
2016-9,CSON,50
2017-8,Inform 7,670
2017-6,Inform 7,372
2018-5,Nearley,898
2019-5,Click,518
2019-5,Cairo,10
2019-11,APL,404
2019-11,Cairo,14
2020-8,Logtalk,106
2017-10,Fennel,173
2018-9,Chapel,48
2017-7,SugarSS,15
2018-8,Gleam,7
2018-8,SugarSS,11
2019-2,Brightscript,94
2018-1,Brightscript,156
2019-6,Brightscript,239
2016-5,Cairo,10
2015-12,SugarSS,37
2018-3,LFE,73
2018-3,Ring,100
2017-12,hoon,598
2019-3,Brightscript,74
2020-10,HolyC,9
2018-5,Csound Score,1012
2014-2,GAML,170
2020-6,HyPhy,2849
2019-8,Genero Forms,5
2008-10,ASP.NET,1278
2007-3,CartoCSS,6
2003-7,Thrift,628
2007-5,1C Enterprise,34
2019-10,FreeBasic,617
2007-9,TXL,180
2009-11,Self,19
2015-3,Bicep,439
2003-5,Lasso,653
2010-12,ChucK,580
2016-11,Velocity Template Language,368
2016-12,Asymptote,200
2019-12,Imba,17
2012-12,KakouneScript,271
2018-12,Asymptote,223
2018-12,KakouneScript,221
2017-6,Riot,1983
2004-8,RUNOFF,2
2008-1,BASIC,291
2009-3,BASIC,526
2002-7,ASP.NET,31
2001-10,ASP.NET,31
2004-1,ASP.NET,47
2003-7,ASP.NET,31
2001-7,Mustache,31
2000-5,ASP.NET,31
2017-2,Sieve,356
2012-7,Brightscript,558
2004-10,Gosu,290
2016-10,Beef,240
2018-1,LookML,66
2020-3,Game Maker Language,621
2004-6,Jinja,854
2009-2,Monkey,189
2009-7,Ceylon,100
2018-8,Bison,8030
2004-9,AutoHotkey,62
2016-10,Mirah,23
2005-9,MoonScript,24
2009-6,DM,16528
2011-12,YASnippet,376
2014-12,Jolie,182
2009-1,Kit,1
2013-4,Qt Script,303
2017-4,DataWeave,38
2019-4,ASL,3415
2013-7,Reason,1062
2007-12,Reason,487
2014-5,Reason,1925
2010-4,Reason,679
2011-6,Reason,587
2010-4,UrWeb,114
2018-11,Cadence,3183
2016-10,Xojo,257
2010-2,Frege,1486
2020-3,Wren,480
2004-11,RobotFramework,288
2004-10,RobotFramework,364
2011-6,ECL,636
2006-8,Modelica,334
2005-7,Oxygene,1507
2014-4,Oxygene,29
2016-11,Moocode,17
2016-2,Diff,58
2004-2,EJS,44
2018-12,Zimpl,17
2015-3,AL,962
2014-6,AL,418
2008-5,VCL,3590
2010-4,Genie,251
2020-6,LabVIEW,43
2019-11,MQL4,310
2002-4,SMT,110
2019-4,Xojo,114
2003-1,Parrot,1122
2018-6,Ren'Py,8
2015-5,Nit,4610
2003-8,Chapel,3577
2002-10,Chapel,3477
2019-8,Harbour,406
2001-2,Oz,48
2019-3,Motoko,253
2012-5,Bluespec,41
2011-7,Monkey C,203
2013-10,Monkey C,1307
2000-9,Mask,5
2019-5,ObjectScript,545
2009-9,ShaderLab,204
2009-6,ShaderLab,185
2001-12,Jinja,219
2007-9,SMT,207
2016-8,Genero,8
2006-7,TLA,46
2006-4,TLA,38
2019-2,ObjectScript,775
2013-9,LabVIEW,16
2000-2,mIRC Script,12
2009-6,Scaml,57
2020-9,Scaml,162
2011-9,Zimpl,468
2005-3,F*,4
2007-5,CUE,291
2005-6,CUE,292
2020-9,CartoCSS,8
2004-4,JFlex,48
2000-6,JFlex,7
2013-3,jq,658
2019-6,PDDL,87
2017-10,X10,26
2010-5,jq,375
2012-10,jq,613
2019-10,Alloy,156
2007-11,Jolie,104
2015-2,Fennel,83
2007-5,Csound Document,328
2004-6,Csound Document,184
2015-7,Logtalk,135
2007-12,Modula-3,19
2016-12,Wollok,11
2010-8,LabVIEW,65
2004-1,Pep8,52
2012-9,Pep8,16
2006-12,Pep8,12
2018-12,ZAP,78
2004-8,Frege,355
2020-7,LOLCODE,39
2012-3,Cadence,36
2008-7,Golo,148
2006-11,Alloy,145
2010-3,Idris,155
2008-11,Alloy,105
2012-9,Papyrus,301
2010-7,Papyrus,908
2012-2,Common Workflow Language,193
2004-6,Common Workflow Language,19
2007-5,Common Workflow Language,170
2004-5,Slice,446
2020-11,Opal,220
2020-11,Harbour,53
2020-9,Tea,122
2011-6,Berry,132
2020-5,mupad,231
2013-5,Sieve,164
2019-11,Golo,300
2007-5,mcfunction,90
2016-3,Smithy,96
2017-1,Smithy,152
2008-3,Cypher,42
2010-12,Boogie,42
2019-6,Golo,15
2019-6,ShellSession,14
2011-3,Macaulay2,23
2015-1,MQL4,46
2020-10,mcfunction,34
2008-1,Asymptote,63
2011-11,Sieve,4
2012-7,mcfunction,24
2010-5,Sieve,32
2007-12,Futhark,14
2009-10,Zeek,14
2007-8,Berry,30
2012-6,Boogie,38
2010-11,Macaulay2,22
2019-4,Genero,4
2002-4,LilyPond,222
2001-4,LilyPond,66
2000-8,BlitzBasic,2453
2008-3,Nextflow,24
2012-3,wisp,40
2005-3,PureBasic,24
2002-9,Nu,72
2006-7,Qt Script,92
2017-10,Portugol,29
2003-4,NCL,9
2020-3,Move,630
2014-3,RPGLE,21
2019-12,Yul,365
2018-12,Move,182
2015-7,Move,54
2005-5,Move,142
2005-8,Move,9
2018-5,Vyper,22
2011-12,CAP CDS,64
2016-6,Graphviz (DOT),7006
2015-8,TXL,4
2001-9,Frege,377
2018-6,Adblock Filter List,531
2020-9,Adblock Filter List,885
2007-10,HiveQL,55
2006-3,Click,285
2003-12,GSC,41
2019-11,BrighterScript,1
2010-6,KakouneScript,4
2007-9,KakouneScript,2
2005-11,q,37
2002-4,RAML,12
2005-8,RAML,5
2011-6,Xonsh,24
2008-10,Closure Templates,55
2005-7,VCL,107
2005-5,Nim,30
2017-7,MTML,17
2010-3,Ox,19
2011-2,Ox,50
2011-8,Ox,13
2002-7,HiveQL,55
2009-8,NWScript,2
2003-1,Ecl,49
2012-5,MTML,194
2000-9,IGOR Pro,877
2001-10,ChucK,1196
2017-4,Ox,6
2019-10,Graphviz (DOT),7907
2006-10,ATS,2565
2020-3,Uno,3
2007-7,Mermaid,14
2013-1,Mermaid,5
2001-11,Thrift,22
2009-9,Assembly,33011830
2009-9,C++,34236218
2009-9,Lex,17740625
2011-4,Clojure,6385474
2013-4,Awk,19229212
2013-8,Python,18047198
2008-5,Groff,7465086
2013-7,Protocol Buffer,700383
2009-3,Groff,13688497
2010-4,Assembly,16386857
2013-9,XSLT,3880518
2017-8,Python,4211954
2010-7,Perl,20226436
2011-1,C,30170890
2014-4,Objective-C++,1408353
2006-9,Objective-C,21145999
2016-12,,288259
2011-12,Gherkin,137257
2012-6,Gherkin,274104
2014-7,Objective-C++,1526205
2013-12,HTML,8180955
2012-8,Objective-C,13776276
2013-5,Perl,15150039
2012-9,Scala,3013647
2014-11,Scilab,4343902
2008-12,Assembly,24287279
2008-12,Python,25577648
2008-12,Lex,12974189
2007-9,C,6862051
2007-9,Stata,3773
2013-10,Batchfile,4016554
2016-12,Python,6533591
2012-1,Stata,20201
2010-2,Objective-C,24020602
2016-3,Objective-C,3431224
2005-10,C++,14013601
2014-1,GDB,1930391
2008-4,Shell,39905981
2016-7,Batchfile,2545978
2008-2,C,29403811
2012-5,Awk,19549144
2015-6,PLSQL,425558
2000-6,Assembly,171843
2015-11,Objective-C,3255633
2009-6,VimL,11713391
2009-10,TeX,3991397
2009-10,VimL,5923729
2013-8,Dockerfile,450130
2015-11,Protocol Buffer,918452
2011-11,Erlang,2637375
2013-7,XSLT,3445877
2010-6,Yacc,8133828
2006-7,GDB,1155003
2010-11,Groff,9121423
2009-4,,1523143
2016-5,Java,2229797
2007-11,Shell,10741734
2006-12,Scilab,18787504
2016-4,Perl6,129747
2005-5,TeX,2073693
2013-2,VimL,3198974
2019-4,Lua,296862
2013-11,Prolog,533976
2010-11,Lua,451806
2011-1,Lua,454101
2009-6,PHP,1923395
2016-4,Cucumber,145385
2016-4,ASP,182931
2012-9,GCC Machine Description,21417
2013-12,Inno Setup,133225
2009-12,Go,291978
2010-6,JavaScript,5887642
2016-7,NSIS,245245
2014-4,Red,8330
2017-8,ActionScript,34119
2015-1,M4,1051862
2016-7,Dockerfile,1300564
2012-11,NSIS,1192096
2017-1,HCL,220780
2015-5,CMake,1968635
2014-4,Groovy,751905
2012-8,,1248658
2009-8,CSS,2137609
2011-6,C#,792047
2006-2,Scala,2119211
2018-5,Batchfile,1237902
2015-8,Swift,490214
2015-12,Protocol Buffer,885853
2016-8,Protocol Buffer,976684
2006-12,Logos,144943
2009-9,SWIG,13238
2012-3,Perl6,452800
2015-12,TeX,332184
2011-3,Rebol,88643
2012-8,Protocol Buffer,600725
2003-10,Perl,744467
2004-4,Makefile,440957
2013-9,Prolog,616721
2003-10,JavaScript,603042
2014-5,R,393697
2007-10,Gherkin,113318
2005-1,Emacs Lisp,245781
2016-10,Julia,18853
2007-9,PLSQL,283480
2019-3,C#,414920
2000-5,Scala,48379
2014-4,Matlab,304381
2004-1,CSS,679440
2010-9,Perl6,394995
2003-12,PHP,469818
2003-12,C++,596212
2001-7,Scheme,107664
2013-9,Protocol Buffer,709945
2004-5,Scala,56978
2006-2,Prolog,877512
2016-10,Elixir,36258
2005-7,ApacheConf,348883
2017-5,Matlab,67848
2004-3,Visual Basic,131147
2003-6,ActionScript,58325
2018-4,Objective-C,803580
2005-10,Gherkin,96074
2012-4,ActionScript,273112
2015-6,SuperCollider,43306
2009-7,Logos,302400
2008-8,Groovy,230540
2011-11,GCC Machine Description,19109
2017-1,MATLAB,113867
2019-6,Yacc,273732
2019-5,Arduino,2658
2002-1,HTML,282700
2003-4,TeX,219722
2016-9,Vim Snippet,38882
2000-12,Common Lisp,58522
2006-1,M4,2586928
2018-6,Yacc,301115
2007-9,PowerShell,29694
2018-8,Groff,32623
2018-9,XSLT,256581
2017-9,Jinja,60164
2000-6,Yacc,121380
2017-10,Inno Setup,79732
2018-9,CoffeeScript,105005
2000-12,CSS,249516
2009-3,,1634411
2007-4,M4,1602096
2020-12,Groovy,58076
2013-11,Emacs Lisp,810263
2001-9,M,18554
2008-11,Common Lisp,70541
2012-7,D,164988
2016-7,SWIG,31586
2015-5,Erlang,285790
2011-8,Pascal,450983
2014-2,Scheme,291320
2009-1,R,1097039
2020-9,Groff,17217
2006-8,SuperCollider,655292
2000-10,Common Lisp,58831
2019-10,,94803
2002-12,Lex,161708
2018-2,Smalltalk,64984
2006-8,Tcl,238769
2011-10,Clean,1967
